"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","ippmedia.com","mtanzania.co.tz","jamhurimedia.co.tz","mzalendo.co.tz"
"2022-10-01","Tanzania",0,0,9,2,36,0,0,46,11,16,1,2,5,10,2,8,1,2,2,0,0,0,0,0,2,4,0,3,0,0,1,0,0,2,0,0,0,0,0,0.00501392757660167,0.0011142061281337,0.0200557103064067,0,0,0.0256267409470752,0.00612813370473538,0.00891364902506964,0.000557103064066852,0.0011142061281337,0.00278551532033426,0.00557103064066852,0.0011142061281337,0.00445682451253482,0.000557103064066852,0.0011142061281337,0.0011142061281337,0,0,0,0,0,0.0011142061281337,0.00222841225626741,0,0.00167130919220056,0,0,0.000557103064066852,0,0,0.0011142061281337,0,0,0,19,81,12,0,24,23,0,1,5,6,3,0.0105849582172702,0.045125348189415,0.00668523676880223,0,0.0133704735376045,0.0128133704735376,0,0.000557103064066852,0.00278551532033426,0.00334261838440111,0.00167130919220056,1795,1483,20,0.928686833318962,0.000557103064066852,0.00612813370473538,1795,1,1,1,1
"2022-11-01","Tanzania",2,2,17,3,37,0,0,92,27,19,0,3,21,10,5,4,0,2,2,0,1,0,0,0,0,9,0,1,1,0,2,1,3,3,0,1,0,0.00111669458403127,0.00111669458403127,0.00949190396426577,0.0016750418760469,0.0206588498045784,0,0,0.0513679508654383,0.0150753768844221,0.010608598548297,0,0.0016750418760469,0.0117252931323283,0.00558347292015634,0.00279173646007817,0.00223338916806253,0,0.00111669458403127,0.00111669458403127,0,0.000558347292015634,0,0,0,0,0.0050251256281407,0,0.000558347292015634,0.000558347292015634,0,0.00111669458403127,0.000558347292015634,0.0016750418760469,0.0016750418760469,0,0.000558347292015634,0,23,62,7,0,24,22,0,1,0,12,0,0.0128419877163596,0.0346175321049693,0.00390843104410944,0,0.0134003350083752,0.0122836404243439,0,0.000558347292015634,0,0.0067001675041876,0,1791,1418,32,2.33236962237413,0,0.0122836404243439,1791,1,1,1,1
"2022-12-01","Tanzania",3,2,14,1,20,0,0,17,14,16,1,2,19,13,4,8,0,2,3,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0.00202565833896016,0.00135043889264011,0.00945307224848076,0.000675219446320054,0.0135043889264011,0,0,0.0114787305874409,0.00945307224848076,0.0108035111411209,0.000675219446320054,0.00135043889264011,0.012829169480081,0.0087778528021607,0.00270087778528022,0.00540175557056043,0,0.00135043889264011,0.00202565833896016,0.000675219446320054,0,0,0,0,0,0.000675219446320054,0,0.00202565833896016,0,0,0.000675219446320054,0,0,0,0,0,0,25,62,5,0,25,17,3,0,3,6,1,0.0168804861580014,0.0418636056718433,0.00337609723160027,0,0.0168804861580014,0.0114787305874409,0.00202565833896016,0,0.00202565833896016,0.00405131667792032,0.000675219446320054,1481,1210,17,2.6986505337173,0.000675219446320054,0.00270087778528022,1481,1,1,1,1
"2023-01-01","Tanzania",1,4,6,1,26,0,0,8,12,18,5,1,9,3,5,14,0,4,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.000672043010752688,0.00268817204301075,0.00403225806451613,0.000672043010752688,0.0174731182795699,0,0,0.00537634408602151,0.00806451612903226,0.0120967741935484,0.00336021505376344,0.000672043010752688,0.00604838709677419,0.00201612903225806,0.00336021505376344,0.00940860215053763,0,0.00268817204301075,0.00134408602150538,0.00201612903225806,0,0.000672043010752688,0,0,0.000672043010752688,0,0,0.000672043010752688,0,0,0,0,0,0,0,0,0.000672043010752688,30,70,9,0,34,14,6,0,6,4,3,0.0201612903225806,0.0470430107526882,0.00604838709677419,0,0.0228494623655914,0.00940860215053763,0.00403225806451613,0,0.00403225806451613,0.00268817204301075,0.00201612903225806,1488,1208,20,2.46418975212011,0.000672043010752688,0.00201612903225806,1488,1,1,1,1
"2023-02-01","Tanzania",2,6,2,1,26,1,0,17,14,15,0,0,11,13,0,5,1,5,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.0015015015015015,0.0045045045045045,0.0015015015015015,0.000750750750750751,0.0195195195195195,0.000750750750750751,0,0.0127627627627628,0.0105105105105105,0.0112612612612613,0,0,0.00825825825825826,0.00975975975975976,0,0.00375375375375375,0.000750750750750751,0.00375375375375375,0.0015015015015015,0.0015015015015015,0,0.000750750750750751,0,0,0,0,0,0.000750750750750751,0,0,0.000750750750750751,0,0.000750750750750751,0.000750750750750751,0,0,0,12,79,8,0,17,18,5,0,1,5,3,0.00900900900900901,0.0593093093093093,0.00600600600600601,0,0.0127627627627628,0.0135135135135135,0.00375375375375375,0,0.000750750750750751,0.00375375375375375,0.00225225225225225,1332,1074,12,3.4151105072944,0,0.00375375375375375,1332,1,1,1,1
"2023-03-01","Tanzania",4,0,7,1,37,1,0,55,16,14,0,2,9,8,10,4,0,2,1,1,0,0,0,0,1,6,1,8,0,0,0,0,0,2,3,2,0,0.00195982361587457,0,0.0034296913277805,0.000489955903968643,0.0181283684468398,0.000489955903968643,0,0.0269475747182754,0.00783929446349829,0.006859382655561,0,0.000979911807937286,0.00440960313571779,0.00391964723174914,0.00489955903968643,0.00195982361587457,0,0.000979911807937286,0.000489955903968643,0.000489955903968643,0,0,0,0,0.000489955903968643,0.00293973542381186,0.000489955903968643,0.00391964723174914,0,0,0,0,0,0.000979911807937286,0.00146986771190593,0.000979911807937286,0,12,117,4,1,26,21,1,1,3,8,5,0.00587947084762371,0.0573248407643312,0.00195982361587457,0.000489955903968643,0.0127388535031847,0.0102890739833415,0.000489955903968643,0.000489955903968643,0.00146986771190593,0.00391964723174914,0.00244977951984321,2041,1681,25,1.13659261417976,0.0034296913277805,0.00930916217540421,2041,1,1,1,1
"2023-04-01","Tanzania",0,2,1,0,30,1,0,37,13,19,0,3,21,11,2,20,1,2,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.00112485939257593,0.000562429696287964,0,0.0168728908886389,0.000562429696287964,0,0.0208098987626547,0.00731158605174353,0.0106861642294713,0,0.00168728908886389,0.0118110236220472,0.0061867266591676,0.00112485939257593,0.0112485939257593,0.000562429696287964,0.00112485939257593,0.00168728908886389,0.000562429696287964,0,0.000562429696287964,0,0,0,0,0,0,0,0,0.00168728908886389,0,0,0,0,0,0,23,70,10,0,30,23,2,2,4,11,2,0.0129358830146232,0.0393700787401575,0.00562429696287964,0,0.0168728908886389,0.0129358830146232,0.00112485939257593,0.00112485939257593,0.00224971878515186,0.0061867266591676,0.00112485939257593,1778,1458,9,2.35273593981935,0,0.00224971878515186,1778,1,1,1,1
"2023-05-01","Tanzania",2,0,4,1,39,0,0,23,13,18,1,4,10,4,16,5,1,5,3,2,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0.00105485232067511,0,0.00210970464135021,0.000527426160337553,0.0205696202531646,0,0,0.0121308016877637,0.00685654008438819,0.00949367088607595,0.000527426160337553,0.00210970464135021,0.00527426160337553,0.00210970464135021,0.00843881856540084,0.00263713080168776,0.000527426160337553,0.00263713080168776,0.00158227848101266,0.00105485232067511,0,0,0.000527426160337553,0,0,0,0,0.00263713080168776,0,0,0.00105485232067511,0,0,0,0,0,0,11,96,8,0,20,27,3,1,4,6,5,0.00580168776371308,0.0506329113924051,0.00421940928270042,0,0.0105485232067511,0.0142405063291139,0.00158227848101266,0.000527426160337553,0.00210970464135021,0.00316455696202532,0.00263713080168776,1896,1580,19,1.9028828701496,0.00105485232067511,0.00369198312236287,1896,1,1,1,1
"2023-06-01","Tanzania",3,1,8,3,31,0,0,14,12,17,2,1,6,3,5,3,0,3,0,2,0,0,0,0,0,1,0,6,0,0,2,0,0,1,0,0,0,0.00186104218362283,0.000620347394540943,0.00496277915632754,0.00186104218362283,0.0192307692307692,0,0,0.0086848635235732,0.00744416873449132,0.010545905707196,0.00124069478908189,0.000620347394540943,0.00372208436724566,0.00186104218362283,0.00310173697270471,0.00186104218362283,0,0.00186104218362283,0,0.00124069478908189,0,0,0,0,0,0.000620347394540943,0,0.00372208436724566,0,0,0.00124069478908189,0,0,0.000620347394540943,0,0,0,17,85,2,0,10,28,0,1,2,3,4,0.010545905707196,0.0527295285359801,0.00124069478908189,0,0.00620347394540943,0.0173697270471464,0,0.000620347394540943,0.00124069478908189,0.00186104218362283,0.00248138957816377,1612,1352,13,1.22932395225296,0.00124069478908189,0.00558312655086849,1612,1,1,1,1
"2023-07-01","Tanzania",0,2,11,1,30,1,0,13,6,12,1,5,8,6,6,9,0,4,0,2,0,0,1,0,0,1,0,6,0,0,1,0,1,0,1,0,0,0,0.00117577895355673,0.00646678424456202,0.000587889476778366,0.017636684303351,0.000587889476778366,0,0.00764256319811875,0.00352733686067019,0.00705467372134039,0.000587889476778366,0.00293944738389183,0.00470311581422693,0.00352733686067019,0.00352733686067019,0.00529100529100529,0,0.00235155790711346,0,0.00117577895355673,0,0,0.000587889476778366,0,0,0.000587889476778366,0,0.00352733686067019,0,0,0.000587889476778366,0,0.000587889476778366,0,0.000587889476778366,0,0,22,81,5,0,27,11,2,0,7,8,2,0.012933568489124,0.0476190476190476,0.00293944738389183,0,0.0158730158730159,0.00646678424456202,0.00117577895355673,0,0.00411522633744856,0.00470311581422693,0.00117577895355673,1701,1428,15,1.1325819543944,0.0017636684303351,0.00470311581422693,1701,1,1,1,1
"2023-08-01","Tanzania",8,0,8,1,28,1,0,17,13,15,1,1,9,6,3,13,0,3,0,6,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,2,0,0.00522534291312867,0,0.00522534291312867,0.000653167864141084,0.0182887001959504,0.000653167864141084,0,0.0111038536903984,0.0084911822338341,0.00979751796211626,0.000653167864141084,0.000653167864141084,0.00587851077726976,0.00391900718484651,0.00195950359242325,0.0084911822338341,0,0.00195950359242325,0,0.00391900718484651,0,0,0,0,0,0.000653167864141084,0,0.00261267145656434,0,0,0.00326583932070542,0,0,0,0,0.00130633572828217,0,23,72,5,0,22,23,2,0,3,3,5,0.0150228608752449,0.0470280862181581,0.00326583932070542,0,0.0143696930111039,0.0150228608752449,0.00130633572828217,0,0.00195950359242325,0.00195950359242325,0.00326583932070542,1531,1253,17,2.61415132365298,0.00326583932070542,0.00457217504898759,1531,0,1,1,1
"2023-09-01","Tanzania",6,0,10,1,33,2,0,22,9,16,0,0,11,4,0,8,0,3,2,0,0,0,1,0,0,1,0,7,0,0,1,0,1,0,0,0,0,0.00361663652802893,0,0.00602772754671489,0.000602772754671489,0.0198915009041591,0.00120554550934298,0,0.0132610006027728,0.0054249547920434,0.00964436407474382,0,0,0.00663050030138638,0.00241109101868596,0,0.00482218203737191,0,0.00180831826401447,0.00120554550934298,0,0,0,0.000602772754671489,0,0,0.000602772754671489,0,0.00421940928270042,0,0,0.000602772754671489,0,0.000602772754671489,0,0,0,0,14,102,5,0,16,11,2,0,1,2,3,0.00843881856540084,0.0614828209764919,0.00301386377335744,0,0.00964436407474382,0.00663050030138638,0.00120554550934298,0,0.000602772754671489,0.00120554550934298,0.00180831826401447,1659,1387,17,1.35894829896139,0.00180831826401447,0.0054249547920434,1659,0,1,1,1
"2023-10-01","Tanzania",2,0,9,0,38,0,0,25,11,6,0,1,16,6,4,6,0,0,2,1,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0.00105042016806723,0,0.00472689075630252,0,0.0199579831932773,0,0,0.0131302521008403,0.00577731092436975,0.00315126050420168,0,0.000525210084033613,0.00840336134453781,0.00315126050420168,0.00210084033613445,0.00315126050420168,0,0,0.00105042016806723,0.000525210084033613,0,0,0,0.000525210084033613,0,0,0,0.00157563025210084,0,0,0.000525210084033613,0,0,0.000525210084033613,0,0,0,18,97,4,0,13,22,3,1,1,3,3,0.00945378151260504,0.0509453781512605,0.00210084033613445,0,0.00682773109243697,0.0115546218487395,0.00157563025210084,0.000525210084033613,0.000525210084033613,0.00157563025210084,0.00157563025210084,1904,1626,10,0.89386673218514,0.00157563025210084,0.00157563025210084,1904,0,1,1,1
"2023-11-01","Tanzania",1,1,11,1,41,0,0,26,15,7,0,2,14,11,2,10,0,1,3,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0.00060790273556231,0.00060790273556231,0.00668693009118541,0.00060790273556231,0.0249240121580547,0,0,0.0158054711246201,0.00911854103343465,0.00425531914893617,0,0.00121580547112462,0.00851063829787234,0.00668693009118541,0.00121580547112462,0.0060790273556231,0,0.00060790273556231,0.00182370820668693,0.00060790273556231,0,0,0,0,0,0,0,0.00243161094224924,0,0,0.00121580547112462,0,0,0,0,0.00060790273556231,0,9,91,3,1,11,14,10,0,4,5,2,0.00547112462006079,0.0553191489361702,0.00182370820668693,0.00060790273556231,0.00668693009118541,0.00851063829787234,0.0060790273556231,0,0.00243161094224924,0.00303951367781155,0.00121580547112462,1645,1358,7,1.65971887432651,0,0.00425531914893617,1645,0,1,1,1
"2023-12-01","Tanzania",0,1,5,0,17,0,0,82,13,5,1,3,4,15,2,8,0,6,8,1,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0.000687757909215956,0.00343878954607978,0,0.0116918844566713,0,0,0.0563961485557084,0.00894085281980743,0.00343878954607978,0.000687757909215956,0.00206327372764787,0.00275103163686382,0.0103163686382393,0.00137551581843191,0.00550206327372765,0,0.00412654745529574,0.00550206327372765,0.000687757909215956,0,0,0,0,0,0,0,0.00206327372764787,0,0,0.000687757909215956,0.00137551581843191,0,0,0,0.000687757909215956,0,15,63,1,0,8,16,4,0,4,0,1,0.0103163686382393,0.0433287482806052,0.000687757909215956,0,0.00550206327372765,0.0110041265474553,0.00275103163686382,0,0.00275103163686382,0,0.000687757909215956,1454,1174,6,2.36107530161296,0.00137551581843191,0.00343878954607978,1454,0,1,1,1
"2024-01-01","Tanzania",1,0,20,3,32,2,0,46,11,20,2,2,11,5,13,14,0,1,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0.000722543352601156,0,0.0144508670520231,0.00216763005780347,0.023121387283237,0.00144508670520231,0,0.0332369942196532,0.00794797687861272,0.0144508670520231,0.00144508670520231,0.00144508670520231,0.00794797687861272,0.00361271676300578,0.00939306358381503,0.0101156069364162,0,0.000722543352601156,0,0.00144508670520231,0,0,0,0,0.000722543352601156,0.00289017341040462,0,0.000722543352601156,0,0,0,0,0,0.000722543352601156,0,0,0,28,67,7,1,13,11,8,0,0,3,2,0.0202312138728324,0.0484104046242775,0.00505780346820809,0.000722543352601156,0.00939306358381503,0.00794797687861272,0.00578034682080925,0,0,0.00216763005780347,0.00144508670520231,1384,1074,18,1.98584754525548,0,0.00505780346820809,1384,0,1,1,1
"2024-02-01","Tanzania",1,1,18,2,66,2,0,16,10,16,0,6,11,3,2,6,0,6,3,2,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,1,0,0.000589622641509434,0.000589622641509434,0.0106132075471698,0.00117924528301887,0.0389150943396226,0.00117924528301887,0,0.00943396226415094,0.00589622641509434,0.00943396226415094,0,0.0035377358490566,0.00648584905660377,0.0017688679245283,0.00117924528301887,0.0035377358490566,0,0.0035377358490566,0.0017688679245283,0.00117924528301887,0,0,0,0,0.000589622641509434,0,0,0.00117924528301887,0,0,0.00117924528301887,0,0,0.00117924528301887,0,0.000589622641509434,0,15,130,3,3,30,23,2,0,2,2,2,0.00884433962264151,0.0766509433962264,0.0017688679245283,0.0017688679245283,0.017688679245283,0.013561320754717,0.00117924528301887,0,0.00117924528301887,0.00117924528301887,0.00117924528301887,1696,1327,11,1.62961223018013,0,0.00471698113207547,1696,0,1,1,1
"2024-03-01","Tanzania",6,2,20,0,63,1,0,33,16,9,1,5,19,12,8,20,0,4,1,0,0,0,0,0,1,0,0,13,0,0,1,1,0,0,0,0,0,0.00359281437125748,0.00119760479041916,0.0119760479041916,0,0.0377245508982036,0.000598802395209581,0,0.0197604790419162,0.00958083832335329,0.00538922155688623,0.000598802395209581,0.0029940119760479,0.011377245508982,0.00718562874251497,0.00479041916167665,0.0119760479041916,0,0.00239520958083832,0.000598802395209581,0,0,0,0,0,0.000598802395209581,0,0,0.00778443113772455,0,0,0.000598802395209581,0.000598802395209581,0,0,0,0,0,29,124,7,0,20,7,7,1,0,8,3,0.0173652694610778,0.074251497005988,0.00419161676646707,0,0.0119760479041916,0.00419161676646707,0.00419161676646707,0.000598802395209581,0,0.00479041916167665,0.00179640718562874,1670,1266,12,3.01307348482164,0,0.00958083832335329,1670,0,1,1,1
"2024-04-01","Tanzania",5,1,10,1,51,0,1,97,9,24,3,3,18,7,2,8,0,2,7,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0.00357398141529664,0.000714796283059328,0.00714796283059328,0.000714796283059328,0.0364546104360257,0,0.000714796283059328,0.0693352394567548,0.00643316654753395,0.0171551107934239,0.00214438884917798,0.00214438884917798,0.0128663330950679,0.0050035739814153,0.00142959256611866,0.00571837026447462,0,0.00142959256611866,0.0050035739814153,0,0,0,0,0,0,0,0,0.000714796283059328,0,0,0.000714796283059328,0.000714796283059328,0.000714796283059328,0.000714796283059328,0,0,0,15,93,4,0,3,13,2,0,3,2,2,0.0107219442458899,0.0664760543245175,0.00285918513223731,0,0.00214438884917798,0.00929235167977126,0.00142959256611866,0,0.00214438884917798,0.00142959256611866,0.00142959256611866,1399,1031,11,3.12371670207509,0.000714796283059328,0.00285918513223731,1399,0,1,1,1
"2024-05-01","Tanzania",0,0,19,3,41,3,0,100,8,11,0,6,8,4,2,3,0,4,1,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0.0122186495176849,0.00192926045016077,0.0263665594855305,0.00192926045016077,0,0.0643086816720257,0.00514469453376206,0.00707395498392283,0,0.00385852090032154,0.00514469453376206,0.00257234726688103,0.00128617363344051,0.00192926045016077,0,0.00257234726688103,0.000643086816720257,0,0,0,0,0,0,0.000643086816720257,0,0.00192926045016077,0,0,0.00257234726688103,0,0,0,0,0,0,20,118,6,0,9,22,1,1,7,1,1,0.0128617363344051,0.0758842443729904,0.00385852090032154,0,0.00578778135048231,0.0141479099678457,0.000643086816720257,0.000643086816720257,0.0045016077170418,0.000643086816720257,0.000643086816720257,1555,1169,12,0.798648983900146,0.00128617363344051,0.00385852090032154,1555,0,1,1,1
"2024-06-01","Tanzania",2,2,32,8,46,2,0,12,11,22,0,2,14,5,11,11,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0.00144927536231884,0.00144927536231884,0.0231884057971014,0.00579710144927536,0.0333333333333333,0.00144927536231884,0,0.00869565217391304,0.00797101449275362,0.0159420289855072,0,0.00144927536231884,0.0101449275362319,0.0036231884057971,0.00797101449275362,0.00797101449275362,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0.00217391304347826,0,0,0.00072463768115942,0,0,0,0,0,0,19,86,2,0,7,35,0,1,2,4,2,0.013768115942029,0.0623188405797101,0.00144927536231884,0,0.00507246376811594,0.0253623188405797,0,0.00072463768115942,0.00144927536231884,0.00289855072463768,0.00144927536231884,1380,1052,8,2.25716413581617,0,0.00289855072463768,1380,0,1,1,1
