"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","laprensa.hn","tiempo.hn"
"2021-04-01","Honduras",51,1,69,15,65,5,1,227,137,27,20,30,81,5,20,15,2,4,61,27,1,0,0,0,0,0,1,0,0,0,3,0,0,0.0108464483198639,0.000212675457252233,0.0146746065504041,0.0031901318587835,0.0138239047213952,0.00106337728626117,0.000212675457252233,0.0482773287962569,0.0291365376435559,0.00574223734581029,0.00425350914504466,0.00638026371756699,0.0172267120374309,0.00106337728626117,0.00425350914504466,0.0031901318587835,0.000425350914504466,0.000850701829008932,0.0129732028923862,0.00574223734581029,0.000212675457252233,0,0,0,0,0,0.000212675457252233,0,0,0,0.000638026371756699,0,0,119,35,17,0,80,17,2,4,8,117,35,0.0253083794130157,0.00744364100382816,0.00361548277328796,0,0.0170140365801786,0.00361548277328796,0.000425350914504466,0.000850701829008932,0.00170140365801786,0.0248830284985113,0.00744364100382816,4702,3488,63,3.36429805532938,0.000212675457252233,0.000850701829008932,4702,1,1
"2021-05-01","Honduras",45,1,84,10,43,5,0,198,76,114,7,13,61,6,31,14,1,9,64,18,0,2,1,0,2,0,2,0,1,0,1,0,0,0.00992501102779003,0.000220555800617556,0.0185266872518747,0.00220555800617556,0.00948389942655492,0.00110277900308778,0,0.0436700485222761,0.0167622408469343,0.0251433612704014,0.00154389060432289,0.00286722540802823,0.0134539038376709,0.00132333480370534,0.00683722981914424,0.00308778120864579,0.000220555800617556,0.00198500220555801,0.0141155712395236,0.00397000441111601,0,0.000441111601235112,0.000220555800617556,0,0.000441111601235112,0,0.000441111601235112,0,0.000220555800617556,0,0.000220555800617556,0,0,79,15,13,0,48,28,2,1,4,153,28,0.0174239082487869,0.00330833700926334,0.00286722540802823,0,0.0105866784296427,0.00617556241729157,0.000441111601235112,0.000220555800617556,0.000882223202470225,0.0337450374944861,0.00617556241729157,4534,3412,49,3.2994027367782,0,0.00198500220555801,4534,1,1
"2021-06-01","Honduras",52,0,68,8,32,16,1,235,112,41,13,5,74,8,34,10,2,4,87,42,3,5,0,0,0,0,1,0,0,0,0,0,0,0.0110544217687075,0,0.0144557823129252,0.00170068027210884,0.00680272108843537,0.00340136054421769,0.000212585034013605,0.0499574829931973,0.0238095238095238,0.00871598639455782,0.00276360544217687,0.00106292517006803,0.0157312925170068,0.00170068027210884,0.00722789115646259,0.00212585034013605,0.000425170068027211,0.000850340136054422,0.0184948979591837,0.00892857142857143,0.000637755102040816,0.00106292517006803,0,0,0,0,0.000212585034013605,0,0,0,0,0,0,90,22,21,0,61,35,1,1,1,164,46,0.0191326530612245,0.00467687074829932,0.00446428571428571,0,0.0129676870748299,0.00744047619047619,0.000212585034013605,0.000212585034013605,0.000212585034013605,0.0348639455782313,0.00977891156462585,4704,3495,10,3.24873378475073,0.00127551020408163,0.000850340136054422,4704,1,1
"2021-07-01","Honduras",45,0,75,13,26,3,0,232,64,31,14,5,59,5,29,7,0,4,68,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00930906081919735,0,0.0155151013653289,0.00268928423665701,0.00537856847331403,0.000620604054613157,0,0.0479933802234175,0.0132395531650807,0.00641290856433595,0.0028961522548614,0.00103434009102193,0.0122052130740587,0.00103434009102193,0.00599917252792718,0.0014480761274307,0,0.000827472072817542,0.0140670252378982,0.00310302027306578,0,0,0,0,0,0,0,0,0.000206868018204386,0,0,0,0,114,30,24,1,72,23,2,11,3,134,46,0.0235829540753,0.00620604054613157,0.00496483243690525,0.000206868018204386,0.0148944973107158,0.00475796441870087,0.000413736036408771,0.00227554820024824,0.000620604054613157,0.0277203144393877,0.00951592883740174,4834,3736,15,1.5962376328511,0,0.000206868018204386,4834,1,1
"2021-08-01","Honduras",81,2,129,15,20,12,0,280,96,17,14,9,42,6,44,6,6,10,61,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0157925521544161,0.000389939559368298,0.0251511015792552,0.00292454669526223,0.00389939559368298,0.00233963735620979,0,0.0545915383115617,0.0187170988496783,0.00331448625463053,0.00272957691557809,0.00175472801715734,0.00818873074673426,0.00116981867810489,0.00857867030610255,0.00116981867810489,0.00116981867810489,0.00194969779684149,0.0118931565607331,0.00389939559368298,0,0,0,0,0,0,0,0,0.000194969779684149,0,0,0,0,149,17,25,0,125,14,1,2,4,130,56,0.0290504971729382,0.00331448625463053,0.00487424449210372,0,0.0243712224605186,0.00272957691557809,0.000194969779684149,0.000389939559368298,0.000779879118736596,0.0253460713589394,0.0109183076623123,5129,3797,14,2.54691885075321,0,0.000194969779684149,5129,1,1
"2021-09-01","Honduras",47,1,121,10,38,14,0,194,99,39,20,5,69,7,27,6,3,9,62,21,1,1,0,2,0,0,0,1,0,0,1,0,0,0.00970472847408631,0.000206483584555028,0.0249845137311584,0.00206483584555028,0.00784637621309106,0.00289077018377039,0,0.0400578154036754,0.0204418748709478,0.00805285979764609,0.00412967169110056,0.00103241792277514,0.0142473673342969,0.0014453850918852,0.00557505678298575,0.00123890150733017,0.000619450753665084,0.00185835226099525,0.0128019822424117,0.00433615527565559,0.000206483584555028,0.000206483584555028,0,0.000412967169110056,0,0,0,0.000206483584555028,0,0,0.000206483584555028,0,0,102,23,35,1,107,29,2,5,2,154,42,0.0210613256246128,0.00474912244476564,0.00722692545942598,0.000206483584555028,0.022093743547388,0.00598802395209581,0.000412967169110056,0.00103241792277514,0.000412967169110056,0.0317984720214743,0.00867231055131117,4843,3636,11,2.3795513869357,0.000206483584555028,0.00103241792277514,4843,1,1
"2021-10-01","Honduras",39,0,145,14,43,11,2,237,111,44,7,18,76,3,28,8,1,3,71,23,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0082382762991128,0,0.0306294888043937,0.00295732995352767,0.00908322771440642,0.00232361639205746,0.00042247570764681,0.050063371356147,0.023447401774398,0.00929446556822983,0.00147866497676384,0.00380228136882129,0.0160540768905788,0.000633713561470215,0.00591465990705534,0.00168990283058724,0.000211237853823405,0.000633713561470215,0.0149978876214618,0.00485847063793832,0,0,0,0,0,0,0,0.00042247570764681,0.000211237853823405,0,0,0,0,126,19,22,0,82,19,2,4,1,147,47,0.026615969581749,0.0040135192226447,0.00464723278411491,0,0.0173215040135192,0.0040135192226447,0.00042247570764681,0.000844951415293621,0.000211237853823405,0.0310519645120406,0.00992817912970004,4734,3462,6,2.93975340775256,0.000633713561470215,0,4734,1,1
"2021-11-01","Honduras",59,1,699,49,50,6,0,126,90,41,1,12,84,10,32,13,2,10,75,38,0,2,0,1,5,0,0,1,0,1,1,0,0,0.0117109964271536,0.000198491464867011,0.138745533942041,0.00972608177848353,0.00992457324335054,0.00119094878920206,0,0.0250099245732434,0.017864231838031,0.00813815005954744,0.000198491464867011,0.00238189757840413,0.0166732830488289,0.00198491464867011,0.00635172687574434,0.00258038904327114,0.000396982929734021,0.00198491464867011,0.0148868598650258,0.00754267566494641,0,0.000396982929734021,0,0.000198491464867011,0.000992457324335054,0,0,0.000198491464867011,0,0.000198491464867011,0.000198491464867011,0,0,98,17,32,0,76,18,1,2,4,108,32,0.0194521635569671,0.00337435490273918,0.00635172687574434,0,0.0150853513298928,0.00357284636760619,0.000198491464867011,0.000396982929734021,0.000793965859468043,0.0214370782056372,0.00635172687574434,5038,3350,30,3.35884229343902,0.000198491464867011,0.00218340611353712,5038,1,1
"2021-12-01","Honduras",43,0,223,34,43,4,0,150,82,49,6,13,66,1,45,4,0,3,63,20,0,1,0,0,0,0,0,1,0,0,6,0,1,0.00934376358105172,0,0.0484571925249891,0.00738809213385485,0.00934376358105172,0.000869187309865276,0,0.0325945241199478,0.0178183398522382,0.0106475445458496,0.00130378096479791,0.00282485875706215,0.0143415906127771,0.000217296827466319,0.00977835723598435,0.000869187309865276,0,0.000651890482398957,0.0136897001303781,0.00434593654932638,0,0.000217296827466319,0,0,0,0,0,0.000217296827466319,0,0,0.00130378096479791,0,0.000217296827466319,84,32,15,0,53,17,3,1,2,157,33,0.0182529335071708,0.00695349847892221,0.00325945241199478,0,0.0115167318557149,0.00369404606692742,0.000651890482398957,0.000217296827466319,0.000434593654932638,0.0341156019122121,0.00717079530638853,4602,3399,14,2.40998506740637,0,0.00195567144719687,4602,1,1
"2022-01-01","Honduras",47,0,150,12,92,14,0,147,104,32,2,12,53,7,46,29,2,8,84,18,0,1,0,0,2,0,0,0,0,0,0,0,0,0.00913330742324135,0,0.0291488534784298,0.00233190827827439,0.0178779634667703,0.00272055965798679,0,0.0285658764088613,0.0202098717450447,0.00621842207539837,0.000388651379712398,0.00233190827827439,0.0102992615623785,0.00136027982899339,0.00893898173338515,0.00563544500582977,0.000388651379712398,0.00155460551884959,0.0163233579479207,0.00349786241741158,0,0.000194325689856199,0,0,0.000388651379712398,0,0,0,0,0,0,0,0,67,15,28,0,72,24,2,2,1,151,40,0.0130198212203653,0.00291488534784298,0.00544111931597357,0,0.0139914496696463,0.00466381655654878,0.000388651379712398,0.000388651379712398,0.000194325689856199,0.029343179168286,0.00777302759424796,5146,3958,23,2.82546687461109,0.000194325689856199,0.000388651379712398,5146,1,1
"2022-02-01","Honduras",59,0,33,2,53,5,0,111,182,46,3,11,84,6,28,13,4,8,47,15,0,0,0,2,0,1,0,0,0,0,0,0,0,0.0148055207026349,0,0.0082810539523212,0.000501882057716437,0.0132998745294856,0.00125470514429109,0,0.0278544542032622,0.0456712672521957,0.011543287327478,0.000752823086574655,0.0027603513174404,0.0210790464240903,0.00150564617314931,0.00702634880803011,0.00326223337515684,0.00100376411543287,0.00200752823086575,0.0117942283563363,0.00376411543287327,0,0,0,0.000501882057716437,0,0.000250941028858218,0,0,0,0,0,0,0,91,25,21,0,81,52,3,1,7,117,36,0.0228356336260979,0.00627352572145546,0.00526976160602258,0,0.0203262233375157,0.0130489335006274,0.000752823086574655,0.000250941028858218,0.00175658720200753,0.0293601003764115,0.00903387703889586,3985,2922,16,4.62695628039535,0.000752823086574655,0.000250941028858218,3985,1,1
"2022-03-01","Honduras",64,4,45,3,46,8,1,85,224,63,0,21,98,10,32,15,1,6,54,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0145223508055366,0.00090764692534604,0.010211027910143,0.00068073519400953,0.0104379396414795,0.00181529385069208,0.00022691173133651,0.0192874971636034,0.0508282278193783,0.0142954390742001,0,0.00476514635806671,0.022237349670978,0.0022691173133651,0.00726117540276832,0.00340367597004765,0.00022691173133651,0.00136147038801906,0.0122532334921715,0.00612661674608577,0,0.00022691173133651,0,0,0,0,0,0,0,0,0,0,0.00022691173133651,108,40,20,0,73,60,4,4,6,141,40,0.0245064669843431,0.0090764692534604,0.0045382346267302,0,0.0165645563875652,0.0136147038801906,0.00090764692534604,0.00090764692534604,0.00136147038801906,0.0319945541184479,0.0090764692534604,4407,3199,21,5.43781795921921,0.00045382346267302,0,4407,1,1
"2022-04-01","Honduras",44,0,30,3,32,10,2,103,164,57,3,22,59,4,39,10,0,16,52,16,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0111561866125761,0,0.00760649087221095,0.000760649087221095,0.00811359026369168,0.00253549695740365,0.00050709939148073,0.0261156186612576,0.0415821501014199,0.0144523326572008,0.000760649087221095,0.00557809330628803,0.0149594320486815,0.00101419878296146,0.00988843813387424,0.00253549695740365,0,0.00405679513184584,0.013184584178499,0.00405679513184584,0,0,0,0,0,0,0,0.000253549695740365,0,0,0.000253549695740365,0,0.000253549695740365,84,28,14,2,71,78,2,2,6,142,42,0.0212981744421907,0.00709939148073022,0.00354969574036511,0.00050709939148073,0.0180020283975659,0.0197768762677485,0.00050709939148073,0.00050709939148073,0.00152129817444219,0.0360040567951318,0.0106490872210953,3944,2870,11,4.50768079261484,0.00050709939148073,0.000253549695740365,3944,1,1
"2022-05-01","Honduras",56,0,55,3,29,12,1,158,156,60,2,16,73,7,58,27,3,11,53,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129659643435981,0,0.0127344292660338,0.000694605232692753,0.00671451724936328,0.00277842093077101,0.000231535077564251,0.0365825422551517,0.0361194721000232,0.0138921046538551,0.000463070155128502,0.00370456124102802,0.0169020606621903,0.00162074554294976,0.0134290344987266,0.00625144709423478,0.000694605232692753,0.00254688585320676,0.0122713591109053,0.00486223662884927,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38,18,1,100,52,2,5,6,146,33,0.0173651308173188,0.00879833294744154,0.00416763139615652,0.000231535077564251,0.0231535077564251,0.0120398240333411,0.000463070155128502,0.00115767538782125,0.00138921046538551,0.0338041213243806,0.00764065755962028,4319,3120,5,4.70774759305465,0,0,4319,1,1
"2022-06-01","Honduras",39,1,30,1,48,14,2,192,147,42,11,9,82,8,34,17,1,11,58,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088939566704675,0.000228050171037628,0.00684150513112885,0.000228050171037628,0.0109464082098062,0.0031927023945268,0.000456100342075257,0.0437856328392246,0.0335233751425314,0.00957810718358039,0.00250855188141391,0.00205245153933865,0.0187001140250855,0.00182440136830103,0.00775370581527936,0.00387685290763968,0.000228050171037628,0.00250855188141391,0.0132269099201824,0.00478905359179019,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29,28,3,99,42,4,5,7,129,63,0.0184720638540479,0.00661345496009122,0.00638540478905359,0.000684150513112885,0.0225769669327252,0.00957810718358039,0.000912200684150513,0.00114025085518814,0.0015963511972634,0.029418472063854,0.0143671607753706,4385,3213,9,3.70599308949019,0.000228050171037628,0,4385,1,1
"2022-07-01","Honduras",48,4,41,2,40,9,0,177,129,84,1,13,74,10,24,15,7,8,115,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0102345415778252,0.000852878464818763,0.00874200426439232,0.000426439232409382,0.00852878464818763,0.00191897654584222,0,0.0377398720682303,0.0275053304904051,0.017910447761194,0.000213219616204691,0.00277185501066098,0.0157782515991471,0.00213219616204691,0.00511727078891258,0.00319829424307036,0.00149253731343284,0.00170575692963753,0.0245202558635394,0.0093816631130064,0,0,0,0.000213219616204691,0,0,0,0,0,0.000213219616204691,0,0,0,103,19,10,0,54,29,6,8,7,188,44,0.0219616204690832,0.00405117270788913,0.00213219616204691,0,0.0115138592750533,0.00618336886993603,0.00127931769722815,0.00170575692963753,0.00149253731343284,0.0400852878464819,0.0093816631130064,4690,3443,11,5.05846175940606,0.000426439232409382,0,4690,1,1
"2022-08-01","Honduras",33,4,75,3,43,7,0,211,129,84,1,11,51,5,32,17,1,2,55,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00732194364322165,0.000887508320390504,0.0166407810073219,0.000665631240292878,0.00954071444419792,0.00155313956068338,0,0.0468160639005991,0.0286221433325937,0.0186376747282006,0.000221877080097626,0.00244064788107389,0.0113157310849789,0.00110938540048813,0.00710006656312403,0.00377191036165964,0.000221877080097626,0.000443754160195252,0.0122032394053694,0.00554692700244065,0,0,0,0,0,0.000221877080097626,0,0,0,0,0,0,0,125,32,20,0,93,54,0,2,5,117,46,0.0277346350122032,0.00710006656312403,0.00443754160195252,0,0.0206345684490792,0.0119813623252718,0,0.000443754160195252,0.00110938540048813,0.0259596183714222,0.0102063456844908,4507,3280,1,3.37849294614433,0.000221877080097626,0,4507,1,1
"2022-09-01","Honduras",39,0,24,0,28,9,0,258,88,26,13,7,74,6,19,17,3,7,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104866899704222,0,0.00645334767410594,0,0.00752890561979027,0.00242000537778973,0,0.0693734874966389,0.0236622748050551,0.0069911266469481,0.00349556332347405,0.00188222640494757,0.01989782199516,0.00161333691852649,0.00510890024200054,0.00457112126915838,0.000806668459263243,0.00188222640494757,0.0129066953482119,0.00618445818768486,0,0,0,0,0,0,0,0,0,0,0,0,0,68,22,21,0,86,12,2,7,7,78,35,0.0182844850766335,0.00591556870126378,0.0056466792148427,0,0.023124495832213,0.00322667383705297,0.000537778972842162,0.00188222640494757,0.00188222640494757,0.0209733799408443,0.00941113202473783,3719,2776,3,3.2739615364285,0,0,3719,1,1
"2022-10-01","Honduras",41,0,45,4,37,8,0,282,96,27,17,6,54,5,41,5,0,14,86,30,0,1,0,2,0,0,0,0,2,0,0,0,0,0.010343087790111,0,0.0113521695257316,0.00100908173562059,0.00933400605449041,0.00201816347124117,0,0.0711402623612513,0.024217961654894,0.00681130171543895,0.00428859737638749,0.00151362260343088,0.0136226034308779,0.00126135216952573,0.010343087790111,0.00126135216952573,0,0.00353178607467205,0.0216952573158426,0.00756811301715439,0,0.000252270433905146,0,0.000504540867810293,0,0,0,0,0.000504540867810293,0,0,0,0,84,32,20,0,74,23,3,3,2,139,40,0.0211907164480323,0.00807265388496468,0.00504540867810293,0,0.0186680121089808,0.00580221997981837,0.000756811301715439,0.000756811301715439,0.000504540867810293,0.0350655903128153,0.0100908173562059,3964,2801,8,3.11312869053502,0.00151362260343088,0,3964,1,1
"2022-11-01","Honduras",34,0,40,4,39,13,0,100,89,28,24,17,64,7,48,16,3,11,58,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0091644204851752,0,0.0107816711590297,0.00107816711590297,0.0105121293800539,0.00350404312668464,0,0.0269541778975741,0.023989218328841,0.00754716981132075,0.00646900269541779,0.0045822102425876,0.0172506738544474,0.00188679245283019,0.0129380053908356,0.00431266846361186,0.000808625336927224,0.00296495956873315,0.015633423180593,0.00862533692722372,0,0.000539083557951483,0,0,0,0,0,0,0,0,0,0,0,104,36,28,0,62,26,2,6,9,151,62,0.0280323450134771,0.00970350404312668,0.00754716981132075,0,0.016711590296496,0.00700808625336927,0.000539083557951483,0.00161725067385445,0.00242587601078167,0.0407008086253369,0.016711590296496,3710,2662,5,3.77583056947986,0.000269541778975741,0.000269541778975741,3710,1,1
"2022-12-01","Honduras",42,1,29,6,14,8,0,118,78,26,45,20,51,9,50,9,3,8,72,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0110993657505285,0.000264270613107822,0.00766384778012685,0.00158562367864693,0.00369978858350951,0.00211416490486258,0,0.031183932346723,0.0206131078224101,0.00687103594080338,0.011892177589852,0.00528541226215645,0.0134778012684989,0.0023784355179704,0.0132135306553911,0.0023784355179704,0.000792811839323467,0.00211416490486258,0.0190274841437632,0.0047568710359408,0,0,0,0,0.000264270613107822,0,0,0,0,0,0,0,0,127,18,14,0,62,28,2,4,4,149,39,0.0335623678646934,0.0047568710359408,0.00369978858350951,0,0.016384778012685,0.00739957716701903,0.000528541226215645,0.00105708245243129,0.00105708245243129,0.0393763213530655,0.0103065539112051,3784,2780,6,2.88491919783795,0,0.000264270613107822,3784,1,1
"2023-01-01","Honduras",37,0,157,6,43,10,1,96,129,20,19,14,70,7,27,24,5,10,70,27,0,0,0,2,1,0,0,0,0,1,0,0,0,0.0091358024691358,0,0.0387654320987654,0.00148148148148148,0.0106172839506173,0.00246913580246914,0.000246913580246914,0.0237037037037037,0.0318518518518519,0.00493827160493827,0.00469135802469136,0.00345679012345679,0.0172839506172839,0.0017283950617284,0.00666666666666667,0.00592592592592593,0.00123456790123457,0.00246913580246914,0.0172839506172839,0.00666666666666667,0,0,0,0.000493827160493827,0.000246913580246914,0,0,0,0,0.000246913580246914,0,0,0,103,25,24,0,83,20,6,1,5,164,60,0.0254320987654321,0.00617283950617284,0.00592592592592593,0,0.0204938271604938,0.00493827160493827,0.00148148148148148,0.000246913580246914,0.00123456790123457,0.0404938271604938,0.0148148148148148,4050,2854,19,3.98718995877669,0,0.000987654320987654,4050,1,1
"2023-02-01","Honduras",40,1,131,6,41,9,1,91,96,21,16,11,57,5,28,23,2,8,93,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0.010465724751439,0.000261643118785976,0.0342752485609628,0.00156985871271586,0.010727367870225,0.00235478806907378,0.000261643118785976,0.0238095238095238,0.0251177394034537,0.00549450549450549,0.00418628990057562,0.00287807430664574,0.0149136577708006,0.00130821559392988,0.00732600732600733,0.00601779173207745,0.000523286237571952,0.00209314495028781,0.0243328100470958,0.00680272108843537,0,0,0,0.000261643118785976,0,0,0,0,0,0,0,0,0.000261643118785976,81,27,15,0,58,19,5,10,4,174,43,0.0211930926216641,0.00706436420722135,0.00392464678178964,0,0.0151753008895866,0.00497121925693354,0.00130821559392988,0.00261643118785976,0.0010465724751439,0.0455259026687598,0.011250654107797,3822,2741,9,3.76090052357943,0.000523286237571952,0.000261643118785976,3822,1,1
"2023-03-01","Honduras",51,2,28,2,71,8,0,141,78,67,10,15,35,7,77,24,1,18,67,36,0,64,5,20,14,3,4,0,0,5,0,0,3,0.0119718309859155,0.000469483568075117,0.00657276995305164,0.000469483568075117,0.0166666666666667,0.00187793427230047,0,0.0330985915492958,0.0183098591549296,0.0157276995305164,0.00234741784037559,0.00352112676056338,0.00821596244131455,0.00164319248826291,0.018075117370892,0.00563380281690141,0.000234741784037559,0.00422535211267606,0.0157276995305164,0.00845070422535211,0,0.0150234741784038,0.00117370892018779,0.00469483568075117,0.00328638497652582,0.000704225352112676,0.000938967136150235,0,0,0.00117370892018779,0,0,0.000704225352112676,76,24,5,0,52,110,3,5,3,144,42,0.0178403755868545,0.00563380281690141,0.00117370892018779,0,0.0122065727699531,0.0258215962441315,0.000704225352112676,0.00117370892018779,0.000704225352112676,0.0338028169014084,0.00985915492957747,4260,3085,102,4.04007885791045,0,0.0279342723004695,4260,1,1
"2023-04-01","Honduras",34,3,19,1,37,5,0,205,55,58,11,17,41,1,50,28,4,6,71,28,0,6,0,3,6,1,5,1,0,0,1,1,2,0.00930996714129244,0.000821467688937568,0.0052026286966046,0.000273822562979189,0.01013143483023,0.00136911281489595,0,0.0561336254107338,0.0150602409638554,0.015881708652793,0.00301204819277108,0.00465498357064622,0.0112267250821468,0.000273822562979189,0.0136911281489595,0.00766703176341731,0.00109529025191676,0.00164293537787514,0.0194414019715225,0.00766703176341731,0,0.00164293537787514,0,0.000821467688937568,0.00164293537787514,0.000273822562979189,0.00136911281489595,0.000273822562979189,0,0,0.000273822562979189,0.000273822562979189,0.000547645125958379,95,14,15,0,49,40,1,7,6,165,54,0.026013143483023,0.00383351588170865,0.00410733844468784,0,0.0134173055859803,0.0109529025191676,0.000273822562979189,0.00191675794085433,0.00164293537787514,0.0451807228915663,0.0147864184008762,3652,2574,30,4.13022974273657,0.000547645125958379,0.00657174151150055,3652,1,1
"2023-05-01","Honduras",46,6,60,3,25,3,1,101,101,88,15,20,65,13,66,18,2,16,91,40,0,2,0,0,2,0,0,0,2,0,0,5,0,0.0107829348335677,0.00140646976090014,0.0140646976090014,0.00070323488045007,0.00586029067041725,0.00070323488045007,0.00023441162681669,0.0236755743084857,0.0236755743084857,0.0206282231598687,0.00351617440225035,0.0046882325363338,0.0152367557430849,0.00304735114861697,0.0154711673699015,0.00421940928270042,0.00046882325363338,0.00375058602906704,0.0213314580403188,0.00937646507266761,0,0.00046882325363338,0,0,0.00046882325363338,0,0,0,0.00046882325363338,0,0,0.00117205813408345,0,97,22,20,0,75,57,1,9,4,220,68,0.0227379278012189,0.00515705578996718,0.0046882325363338,0,0.0175808720112518,0.0133614627285513,0.00023441162681669,0.00210970464135021,0.00093764650726676,0.0515705578996718,0.0159399906235349,4266,2980,30,5.31199528947221,0.00023441162681669,0.00257852789498359,4266,1,1
"2023-06-01","Honduras",55,1,36,4,52,13,0,131,88,46,25,24,57,11,25,37,8,13,197,38,4,24,0,3,20,0,8,3,1,0,2,4,0,0.0121735281097831,0.000221336874723329,0.00796812749003984,0.000885347498893316,0.0115095174856131,0.00287737937140328,0,0.0289951305887561,0.0194776449756529,0.0101814962372731,0.00553342186808322,0.00531208499335989,0.0126162018592297,0.00243470562195662,0.00553342186808322,0.00818946436476317,0.00177069499778663,0.00287737937140328,0.0436033643204958,0.0084108012394865,0.000885347498893316,0.00531208499335989,0,0.000664010624169987,0.00442673749446658,0,0.00177069499778663,0.000664010624169987,0.000221336874723329,0,0.000442673749446658,0.000885347498893316,0,88,31,13,0,60,22,8,6,8,244,62,0.0194776449756529,0.0068614431164232,0.00287737937140328,0,0.0132802124833997,0.00486941124391324,0.00177069499778663,0.00132802124833997,0.00177069499778663,0.0540061974324923,0.0137228862328464,4518,3173,86,5.3802547037005,0,0.0152722443559097,4518,1,1
"2023-07-01","Honduras",33,4,57,2,43,10,0,133,64,52,24,19,44,13,76,17,4,10,67,29,0,0,0,0,2,0,6,1,3,1,0,7,3,0.00770667912190565,0.000934142923867352,0.0133115366651098,0.000467071461933676,0.010042036431574,0.00233535730966838,0,0.0310602522185894,0.0149462867818776,0.0121438580102756,0.00560485754320411,0.00443717888836992,0.0102755721625409,0.00303596450256889,0.0177487155534797,0.00397010742643624,0.000934142923867352,0.00233535730966838,0.0156468939747781,0.0067725361980383,0,0,0,0,0.000467071461933676,0,0.00140121438580103,0.000233535730966838,0.000700607192900514,0.000233535730966838,0,0.00163475011676787,0.000700607192900514,106,26,9,0,39,42,2,3,5,200,61,0.0247547874824848,0.00607192900513779,0.00210182157870154,0,0.00910789350770668,0.00980850070060719,0.000467071461933676,0.000700607192900514,0.00116767865483419,0.0467071461933676,0.0142456795889771,4282,3121,36,3.56215902971466,0.000467071461933676,0.00513778608127043,4282,1,1
"2023-08-01","Honduras",43,5,176,17,59,13,0,128,105,35,5,26,50,3,73,26,3,15,41,26,0,0,1,0,0,0,0,0,0,1,2,1,0,0.00970435567591966,0.00112841345068833,0.0397201534642293,0.00383660573234033,0.0133152787181223,0.00293387497178966,0,0.0288873843376213,0.023696682464455,0.00789889415481832,0.00112841345068833,0.00586774994357933,0.0112841345068833,0.000677048070412999,0.0164748363800497,0.00586774994357933,0.000677048070412999,0.003385240352065,0.00925299029564432,0.00586774994357933,0,0,0.000225682690137666,0,0,0,0,0,0,0.000225682690137666,0.000451365380275333,0.000225682690137666,0,120,28,12,0,72,41,1,8,7,167,62,0.02708192281652,0.00631911532385466,0.002708192281652,0,0.016249153689912,0.00925299029564432,0.000225682690137666,0.00180546152110133,0.00157977883096367,0.0376890092529903,0.0139923267885353,4431,3119,16,4.07160866986188,0,0.00112841345068833,4431,1,1
