"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","opais.co.ao","jornalf8.net","angola24horas.com","portaldeangola.com","angola.online.net","vozdeangola.com","jornaldeangola.ao"
"2020-03-01","Angola",12.1725190839695,2,10.563358778626,3.19541984732824,16.563358778626,2.19541984732824,0,151.253435114504,31.5404580152672,17.7587786259542,37.1725190839695,7.78167938931298,18.9770992366412,5.19541984732824,7,5.58625954198473,2.39083969465649,5.19541984732824,9.58625954198473,11.9770992366412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.19541984732824,0,0.00699972345254138,0.00115008625646924,0.00607438687672568,0.00183750422503062,0.00952464564613338,0.001262461096796,0,0.086977248484476,0.0181371236430519,0.0102120636146948,0.0213758016584068,0.00447480125894938,0.0109126505098569,0.00298759048149985,0.00402530189764232,0.00321234016215338,0.00137483593712277,0.00298759048149985,0.00551251267509185,0.00688734861221462,0,0,0,0,0,0,0,0,0.000575043128234618,0,0,0,0,0,0,0,0.000687417968561383,0,15.563358778626,6.39083969465649,6.58625954198473,1,14.9770992366412,17.7587786259542,3.19541984732824,2,1.19541984732824,4.39083969465649,9.97709923664122,0.00894960251789877,0.00367500845006124,0.003787383290388,0.000575043128234618,0.00861247799691847,0.0102120636146948,0.00183750422503062,0.00115008625646924,0.000687417968561383,0.002524922193592,0.00573726235574538,1739,1308.64122137405,1736.80458015267,5.12410322594694,0.001262461096796,0.00115008625646924,1739,1,1,1,0,1,0,1
"2020-04-01","Angola",17.2170542635659,4.48682170542636,7.48682170542636,2.24341085271318,2.24341085271318,0,0,187.789147286822,32.9209302325581,18.7038759689922,53.3813953488372,2,9.24341085271318,7.48682170542636,2,4.48682170542636,1.24341085271318,3.24341085271318,2,4.24341085271318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00966707145624138,0.00251927103055944,0.00420371797048083,0.00125963551527972,0.00125963551527972,0,0,0.105440284832578,0.0184845200631994,0.0105018955468794,0.0299727093480276,0.00112296462661426,0.00519001170842964,0.00420371797048083,0.00112296462661426,0.00251927103055944,0.000698153201972587,0.00182111782858685,0.00112296462661426,0.00238260014189398,0,0,0,0,0,0,0,0,0.000561482313307131,0,0,0,0,0,0,0,0,0,15.9209302325581,10.9736434108527,1.24341085271318,0,12.4604651162791,23.9209302325581,1,1.24341085271318,2,6.24341085271318,3.24341085271318,0.00893932073697818,0.00616150668773313,0.000698153201972587,0,0.00699633077837118,0.0134311792434352,0.000561482313307131,0.000698153201972587,0.00112296462661426,0.00350556476850824,0.00182111782858685,1781,1346.81705426357,1780,4.53442934139013,0.000561482313307131,0.00112296462661426,1781,1,1,1,1,0,0,1
"2020-05-01","Angola",11.6007194244604,1,13.8009592326139,1.20023980815348,19.2014388489209,1,0,245.613908872902,56.0035971223022,31.8021582733813,30.4016786570743,9.00119904076739,22.400479616307,6.20023980815348,5.60071942446043,5.20023980815348,1.20023980815348,3.40047961630695,12.400479616307,5.60071942446043,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0052491943097106,0.000452488687782805,0.00624477793330946,0.000543094935816053,0.00868843386828998,0.000452488687782805,0,0.111137515327105,0.0253409941729874,0.0143901168657834,0.0137564156819341,0.00407294074242868,0.0101359636272882,0.00280553837473008,0.00253426218301377,0.00235304968694727,0.000543094935816053,0.00153867855941491,0.00561107674946016,0.00253426218301377,0.000452488687782805,0,0,0,0,0,0,0,0.000452488687782805,0,0.000452488687782805,0,0,0,0,0,0,0,29.6031175059952,15.2014388489209,7,0,17.4016786570743,25.4028776978417,1.20023980815348,2,0,9.60071942446043,3.40047961630695,0.013395075794568,0.00687847911715876,0.00316742081447964,0,0.00787406274075762,0.0114945147954035,0.000543094935816053,0.000904977375565611,0,0.00434421693414499,0.00153867855941491,2210,1640.96043165468,2207,5.15889421398703,0.000452488687782805,0.00190056099916447,2210,1,1,1,1,1,1,1
"2020-06-01","Angola",24.2650056625142,1,14.9818799546999,1,16.1325028312571,1,3,234.704416761042,45.2650056625142,30.5481313703284,14.4156285390713,6.84937712344281,28.5662514156285,10.4156285390713,11.8493771234428,5.56625141562854,1.28312570781427,2,22.5662514156285,12.5662514156285,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00984381568458992,0.000405679513184584,0.00607784176661253,0.000405679513184584,0.0065446258950333,0.000405679513184584,0.00121703853955375,0.0952147735338912,0.0183630854614662,0.0123927510630136,0.00584812516798026,0.00277865197705591,0.0115887429678006,0.00422540711524193,0.00480704954297883,0.00225811416455519,0.000520537812500718,0.000811359026369168,0.00915466588869312,0.00509787075684728,0,0,0,0,0,0,0.000405679513184584,0,0.000405679513184584,0,0,0,0,0,0,0,0,0,41.0962627406569,22.8312570781427,6.28312570781427,0,31.2650056625142,26.8312570781427,0,1,3.28312570781427,13.8493771234428,13.1325028312571,0.0166719118623354,0.00926217325685302,0.00254893537842364,0,0.012683572276882,0.0108848913095914,0,0.000405679513184584,0.00133189683886989,0.005618408569348,0.00532758735547955,2465,1842.30237825595,2463,6.3981233766211,0,0.000811359026369168,2465,1,1,1,1,1,0,1
"2020-07-01","Angola",13.1644535240041,0,18.7466802860061,3.19407558733401,20.1644535240041,0,2.19407558733401,288.361593462717,53.7170582226762,33.3289070480082,4.38815117466803,6.97037793667007,26.1644535240041,12.582226762002,4,13.1644535240041,1,9.77630234933606,14.388151174668,11.194075587334,0,0,1.19407558733401,0,1.19407558733401,0,0,0,1,0,0,0,0,1.19407558733401,0,0,0,0,0.00521364496000162,0,0.00742442783604203,0.00126498043062733,0.00798592218772439,0,0.000868940826666936,0.114202611272363,0.0212740824644262,0.013199567147726,0.00173788165333387,0.0027605457174931,0.0103621598114868,0.00498306010376319,0.00158415841584158,0.00521364496000162,0.000396039603960396,0.00387180291062814,0.00569827769293783,0.0044332972623105,0,0,0.00047290122270654,0,0.00047290122270654,0,0,0,0.000396039603960396,0,0,0,0,0.00047290122270654,0,0,0,0,42.4933605720123,21.7466802860061,6.38815117466803,0,30.9407558733401,27.5229826353422,1,2.19407558733401,2,22.9703779366701,5.38815117466803,0.016829053691886,0.00861254664792322,0.00252996086125466,0,0.0122537647023129,0.0109001911427098,0.000396039603960396,0.000868940826666936,0.000792079207920792,0.00909717938085943,0.00213392125729427,2525,1846.82635342186,2519.417773238,6.212104557728,0.00134184204937348,0.00213392125729427,2525,1,1,1,1,1,0,1
"2020-08-01","Angola",24.9284009546539,4,44.7852028639618,8.48210023866348,23.3031026252983,27.964200477327,0,232.81861575179,59.8210023866348,18.4105011933174,7.92840095465394,4.96420047732697,41.4105011933174,7.96420047732697,14.9284009546539,13.9284009546539,0,2.48210023866348,7.48210023866348,4.96420047732697,0,0,0,0,0,0,2,0,2.96420047732697,0,1,0,0,0,0,0,0,0,0.00939984953041249,0.00150829562594268,0.0168873313966674,0.00319837867219588,0.00878699194015774,0.0105445703157342,0,0.0877898249441139,0.0225569390598171,0.00694211960532331,0.00298959312015609,0.00187187046656371,0.0156148194544937,0.00300309218602073,0.00562911046555578,0.00525203655907011,0,0.000935935233281857,0.00282130476571021,0.00187187046656371,0,0,0,0,0,0,0.000754147812971342,0,0.00111772265359237,0,0.000377073906485671,0,0,0,0,0,0,0,42.7136038186158,28.2673031026253,11.964200477327,0,33.8568019093079,27.3031026252983,0,4.96420047732697,1,20.964200477327,18.3747016706444,0.0161061854519667,0.0106588624067215,0.00451138781196341,0,0.0127665165570543,0.0102952875661004,0,0.00187187046656371,0.000377073906485671,0.00790505297033445,0.00692862053945867,2652,1943.99045346062,2646.03579952267,6.10482356086874,0,0.00224894437304938,2652,1,1,1,1,1,0,1
"2020-09-01","Angola",15,0,15,9,77.5106382978723,5,0,194.765957446808,92.2553191489362,96.7659574468085,1,2,44,7,45.2553191489362,8,2,1,15,10,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0.00511945392491468,0,0.00511945392491468,0.00307167235494881,0.026454142763779,0.00170648464163823,0,0.0664730230193886,0.0314864570474185,0.0330259240432794,0.000341296928327645,0.00068259385665529,0.0150170648464164,0.00238907849829352,0.0154455014160192,0.00273037542662116,0.00068259385665529,0.000341296928327645,0.00511945392491468,0.00341296928327645,0,0,0,0,0.000341296928327645,0,0.000341296928327645,0,0,0,0,0.000341296928327645,0,0.000341296928327645,0.000341296928327645,0,0.000341296928327645,0,52.2553191489362,40.2553191489362,10,0,22,12,2,1,0,73.5106382978723,12,0.0178345799143127,0.0137390167743809,0.00341296928327645,0,0.00750853242320819,0.00409556313993174,0.00068259385665529,0.000341296928327645,0,0.0250889550504684,0.00409556313993174,2930,2097.42553191489,2924,6.81343389290202,0.00136518771331058,0.00170648464163823,2930,1,1,1,1,1,0,1
"2020-10-01","Angola",21.2055214723926,10.2055214723926,43.4386503067485,4.20552147239264,42.8496932515337,7.20552147239264,1,229.248466257669,67.4386503067485,19.4110429447853,4.20552147239264,5.20552147239264,46.2331288343558,14.8220858895706,55.2055214723926,12.4110429447853,2,5,15.4110429447853,18.4110429447853,0,0,0,0,0,0,0,0,2,0,0,2.20552147239264,0,0,0,0,0,0,0.00702169585178564,0.00337931174582538,0.0143836590419697,0.00139255677893796,0.0141886401495145,0.00238593426238167,0.00033112582781457,0.075910088164791,0.0223306789095194,0.00642749766383618,0.00139255677893796,0.00172368260675253,0.0153089830577337,0.0049079754601227,0.018279973997481,0.0041096168691342,0.000662251655629139,0.00165562913907285,0.00510299435257791,0.00609637183602161,0,0,0,0,0,0,0,0,0.000662251655629139,0,0,0.000730305123308821,0,0,0,0,0,0,24.6165644171779,15.0276073619632,15.4110429447853,0,28.0276073619632,25.4386503067485,2,0,2,15.4110429447853,19.8220858895706,0.00815118027058871,0.00497602892780238,0.00510299435257791,0,0.00928066468939179,0.00842339414130744,0.000662251655629139,0,0.000662251655629139,0.00510299435257791,0.00656360459919555,3020,2281.74846625767,3015.79447852761,6.74715467746736,0.00139255677893796,0.000662251655629139,3020,1,1,1,1,1,0,1
"2020-11-01","Angola",12,3,41.4411764705882,9,30.3308823529412,1,1,191.301470588235,45.6617647058824,16.1102941176471,6,4,33.3308823529412,13.1102941176471,60.4411764705882,10,6.11029411764706,7.11029411764706,34.3308823529412,14.1102941176471,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00450281425891182,0.00112570356472795,0.0155501600264871,0.00337711069418386,0.0113811941286834,0.000375234521575985,0.000375234521575985,0.0717829157929588,0.017133870433727,0.0060451385056837,0.00225140712945591,0.00150093808630394,0.0125068976934113,0.00491943494095574,0.0226796159364309,0.00375234521575985,0.00229279328992385,0.00266802781149983,0.0128821322149873,0.00529466946253173,0,0,0,0,0,0,0,0,0.00075046904315197,0,0,0,0,0,0,0,0,0,18.1102941176471,21.4411764705882,1,3,21.2205882352941,26.5514705882353,0,0,4,21.3308823529412,10.2205882352941,0.00679560754883567,0.00804546959496744,0.000375234521575985,0.00112570356472795,0.00796269727403156,0.00996302836331531,0,0,0.00150093808630394,0.0080040834344995,0.00383511753669573,2665,2018.95588235294,2663,6.89282155891691,0,0.00229279328992385,2665,1,1,1,1,1,0,1
"2020-12-01","Angola",15.6486486486486,0,39.472972972973,8.82432432432432,15.7364864864865,1.91216216216216,0,107.013513513514,39.7364864864865,22.8243243243243,0,14.7364864864865,37.9121621621622,15.7364864864865,38.5608108108108,1,1,8,11.8243243243243,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00667889400283767,0,0.0168471929035309,0.00376625024512348,0.00671638347694686,0.000816117013300112,0,0.0456737146877992,0.0169596613258585,0.00974149565698861,0,0.0062895802332422,0.0161810337866676,0.00671638347694686,0.0164578791339355,0.000426803243704652,0.000426803243704652,0.00341442594963722,0.00504665997623744,0.00298762270593257,0,0,0,0.000853606487409304,0,0,0,0,0,0,0,0.000426803243704652,0,0,0,0,0,0,37.3851351351351,15.7364864864865,7,1,20.7364864864865,21.5608108108108,2,2,3,17.8243243243243,11.8243243243243,0.0159560969420124,0.00671638347694686,0.00298762270593257,0.000426803243704652,0.00885039969547012,0.00920222399095639,0.000853606487409304,0.000853606487409304,0.00128040973111396,0.00760747943846535,0.00504665997623744,2343,1843.99324324324,2340,5.65237950452068,0.000426803243704652,0.000853606487409304,2343,1,1,1,1,1,1,1
"2021-01-01","Angola",17.6687697160883,1,48.5157728706625,5.66876971608833,21.006309148265,1.83438485804416,0,114.534700315457,48.1719242902208,29.3375394321767,6.66876971608833,14.3375394321767,36.5031545741325,12.8343848580442,16.8343848580442,15.006309148265,0,4.83438485804416,10.8343848580442,8.50315457413249,0,0,0,0,0,0,0,2,4.83438485804416,0,0,0,0,0,0,0,0,0,0.00725914943142495,0.000410846343467543,0.0199325278844135,0.00232899330981443,0.00863036530331347,0.000753650311439673,0,0.0470561628247565,0.0197912589524325,0.0120532208020446,0.00273983965328197,0.00589052565003149,0.0149971875818129,0.00527296008958265,0.00691634546345282,0.00616528724250821,0,0.0019861893418423,0.00445126740264756,0.00349348996472165,0,0,0,0,0,0,0,0.000821692686935086,0.0019861893418423,0,0,0,0,0,0,0,0,0,45.1719242902208,16.8406940063091,10.8343848580442,0,14.5031545741325,27.6750788643533,1.83438485804416,2.83438485804416,0,28.3375394321767,29.8406940063091,0.0185587199220299,0.00691893755394788,0.00445126740264756,0,0.00595856802552691,0.0113702049565954,0.000753650311439673,0.00116449665490722,0,0.0116423744585771,0.0122599400190259,2434,1863.70189274448,2427.16561514196,6.03570497672486,0.000821692686935086,0.0019861893418423,2434,1,1,1,1,1,1,1
"2021-02-01","Angola",27.4004282655246,2,29.7002141327623,0,15.7002141327623,4.70021413276231,0,153.406852248394,71.5010706638116,18.4004282655246,3,9,54.8008565310492,22.4004282655246,37.1006423982869,11.7002141327623,0,10,22.4004282655246,21.4004282655246,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0104422363816786,0.00076219512195122,0.0113186791664491,0,0.00598331331279052,0.00179124014205881,0,0.0584629772288087,0.0272488836371233,0.0070123583328981,0.00114329268292683,0.00342987804878049,0.0208844727633572,0.00853674857680054,0.0141389643286154,0.00445892306888808,0,0.0038109756097561,0.00853674857680054,0.00815565101582493,0,0,0,0.00038109756097561,0,0,0,0,0.00038109756097561,0,0,0,0,0,0,0,0,0,65.0021413276231,30.3019271948608,19.7002141327623,2.70021413276231,54.0021413276231,23.8008565310492,0,2.70021413276231,5.40042826552463,19.4004282655246,16.4004282655246,0.0247721575181491,0.011547990546822,0.00750770355669295,0.00102904502010759,0.0205800843474173,0.00907044837311328,0,0.00102904502010759,0.00205809004021518,0.00739345589387371,0.00625016321094688,2624,1922.77944325482,2622,8.04677868672537,0.00038109756097561,0.00293453282498564,2624,1,1,1,1,1,1,1
"2021-03-01","Angola",11.4361873990307,1,41.1809369951535,5,20.8723747980614,2,0,161.941841680129,74.8723747980614,54.2180936995154,0,8.4361873990307,44.3085621970921,16.4361873990307,32.4361873990307,10.4361873990307,0,8.4361873990307,38.5266558966074,13.4361873990307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.00396539091505919,0.000346740638002774,0.0142791043672516,0.00173370319001387,0.00723730055411283,0.000693481276005548,0,0.0561518175035122,0.0259612950062626,0.0187996164006641,0,0.00292516900105087,0.0153635791252053,0.00569909410507306,0.0112469443131174,0.00361865027705641,0,0.00292516900105087,0.013358757245703,0.00465887219106474,0,0,0,0,0,0,0,0,0.000346740638002774,0,0,0,0,0,0.000346740638002774,0,0,0,58.0533117932149,35.6171243941842,5.21809369951535,0,30.3085621970921,33.5266558966074,5,0,1,46.9628432956381,24.7447495961228,0.0201294423693533,0.0123499044362636,0.00180932513852821,0,0.0105092101931665,0.0116250540556891,0.00173370319001387,0,0.000346740638002774,0.0162839262467539,0.00858001026217849,2884,2130.24878836834,2882,7.21551197669237,0.000346740638002774,0.00111584386252266,2884,1,1,1,1,1,1,1
"2021-04-01","Angola",21.3558484349259,9.17792421746293,31.4233937397035,3.17792421746293,22.5337726523888,5.17792421746293,1,235.387149917628,56.2454695222405,31.8896210873147,3,6.5337726523888,42.5337726523888,13.3558484349259,47.8896210873147,11.3558484349259,0,0,11.3558484349259,15.3558484349259,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0.00770969257578551,0.00331333004240539,0.0113441854655969,0.00114726506045593,0.00813493597559163,0.00186928672110575,0.00036101083032491,0.0849773104395768,0.0203052236542385,0.0115124985874782,0.00108303249097473,0.00235876269039307,0.0153551525820898,0.00482160593318623,0.0172886718726768,0.00409958427253641,0,0,0.00409958427253641,0.00554362759383605,0,0,0,0,0,0,0,0,0.00108303249097473,0,0,0.00036101083032491,0,0.00036101083032491,0,0,0,0,29.0675453047776,52.3805601317957,8,0,28.7116968698517,13.3558484349259,0,3.17792421746293,0,19.5337726523888,10.5337726523888,0.0104936986659847,0.0189099495060634,0.00288808664259928,0,0.0103652335270223,0.00482160593318623,0,0.00114726506045593,0,0.0070519034846169,0.00380280601169271,2770,2068.84514003295,2765,6.43787028501422,0.00114726506045593,0.00144404332129964,2770,1,1,1,1,1,1,1
"2021-05-01","Angola",19.274678111588,5,30.824034334764,10.274678111588,23.549356223176,1,5,113.472103004292,65.0987124463519,24.637339055794,2,0,36.274678111588,6.63733905579399,15,6,0,1,3,12.637339055794,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.00755573426561661,0.00196001568012544,0.0120831181241725,0.00402770604139082,0.00923142149085691,0.000392003136025088,0.00196001568012544,0.0444814202290442,0.0255188994301654,0.00965791417318463,0.000784006272050176,0,0.0142197875780431,0.00260185772473304,0.00588004704037632,0.00235201881615053,0,0.000392003136025088,0.00117600940807526,0.00495387654088357,0,0,0.000784006272050176,0,0,0,0,0,0.000392003136025088,0,0,0,0,0,0.000392003136025088,0,0,0,46.824034334764,33.4613733905579,7.63733905579399,2,37.824034334764,13.549356223176,0,0,0,16.912017167382,2.63733905579399,0.0183551683005739,0.0131169633048052,0.00299386086075813,0.000784006272050176,0.0148271400763481,0.00531139013060602,0,0,0,0.00662956376612386,0.00103384518063269,2551,2053.38626609442,2547,6.38367138694244,0.00117600940807526,0.00235201881615053,2551,1,1,1,1,1,1,1
"2021-06-01","Angola",19.806517311609,4,40.9572301425662,3,35.8818737270876,3.26883910386965,2,85.1507128309572,42.0753564154786,51.6883910386965,2,6.26883910386965,42.5376782077393,10.2688391038697,21.5376782077393,13.806517311609,1,3,20.5376782077393,5,3,0,0,0,0,0,0,0,4,0,0,2.26883910386965,0,0,0,0,0,0,0.00846432363743973,0.00170940170940171,0.0175030898045155,0.00128205128205128,0.0153341340714049,0.00139693978797848,0.000854700854700855,0.0363891935175031,0.0179809215450763,0.022089055999443,0.000854700854700855,0.00267899107002977,0.0181784949605724,0.00438839277943148,0.00920413598621338,0.00590022107333716,0.000427350427350427,0.00128205128205128,0.00877678555886295,0.00213675213675214,0.00128205128205128,0,0,0,0,0,0,0,0.00170940170940171,0,0,0.000969589360628057,0,0,0,0,0,0,34.806517311609,12.0753564154786,5.26883910386965,0,23.0753564154786,22.3441955193483,1,0,1,18.806517311609,14.0753564154786,0.0148745800476961,0.00516040872456351,0.00225164064267934,0,0.00986126342541821,0.00954880150399499,0.000427350427350427,0,0.000427350427350427,0.0080369732100893,0.00601510957926437,2340,1814.03054989817,2330.73116089613,7.42105102015296,0,0.00438839277943148,2340,1,1,1,1,1,1,1
"2021-07-01","Angola",8.0625,4.0625,32.4375,7.0625,25.375,1,1,88,56.1875,40.375,1,14.0625,33.1875,10.125,16.125,5.0625,2,3.0625,4,5.0625,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.00345733276157804,0.00174206689536878,0.0139097341337907,0.00302851629502573,0.010881217838765,0.000428816466552316,0.000428816466552316,0.0377358490566038,0.0240941252144082,0.0173134648370497,0.000428816466552316,0.00603023156089194,0.014231346483705,0.0043417667238422,0.00691466552315609,0.0021708833619211,0.000857632933104631,0.00131325042881647,0.00171526586620926,0.0021708833619211,0,0.000428816466552316,0,0,0,0,0,0,0.000428816466552316,0.000428816466552316,0,0,0,0,0,0,0,0,42.375,47,6.125,0,17.25,14.1875,0,3.0625,4.0625,13.0625,1,0.0181710977701544,0.0201543739279588,0.00262650085763293,0,0.00739708404802744,0.00608383361921098,0,0.00131325042881647,0.00174206689536878,0.00560141509433962,0.000428816466552316,2332,1856.875,2329,5.28127662670771,0,0.00214408233276158,2332,1,1,1,1,1,1,1
"2021-08-01","Angola",7.24172185430464,5,45.5877483443709,10.6208609271523,18.3460264900662,0,0,78.6920529801324,42.2086092715232,23.862582781457,3,7.24172185430464,17.7251655629139,4,15.4834437086093,14.2417218543046,1.62086092715232,1,18.2417218543046,7.62086092715232,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.00353427128077337,0.00244021473889702,0.0222487790846124,0.00518343627484252,0.00895364884825096,0,0,0.0384051015032369,0.0205996140905433,0.0116459652422923,0.00146412884333821,0.00353427128077337,0.00865064205120249,0.00195217179111762,0.00755658550932615,0.0069505719152292,0.000791049744827876,0.000488042947779405,0.00890274370634682,0.0037193074315043,0,0,0.000488042947779405,0,0,0,0,0,0.000488042947779405,0,0,0,0,0,0,0,0.000488042947779405,0.000976085895558809,35.8294701986755,24.8294701986755,10.2417218543046,0,20.1043046357616,19.1043046357616,0,4.62086092715232,0,19.1043046357616,15.7251655629139,0.0174863202531359,0.0121178478275625,0.00499840012411158,0,0.00981176409749223,0.00932372114971283,0,0.00225517858816609,0,0.00932372114971283,0.00767455615564368,2049,1595.43046357616,2042.37913907285,5.91256868697658,0.000791049744827876,0.00292825768667643,2049,1,1,1,1,1,1,1
"2021-09-01","Angola",9.97297297297297,10,66.1081081081081,15.2432432432432,53.3243243243243,28.972972972973,2.24324324324324,73.8918918918919,37.1621621621622,51.8918918918919,4.48648648648649,10.2162162162162,30.1891891891892,11.972972972973,29.7297297297297,3,0,6.24324324324324,13.972972972973,5.72972972972973,0,0,0,0,1.24324324324324,0,0,0,2,0,1,0,5,0,0,0,0,1,0.00468875081004841,0.00470145745181006,0.031080445748993,0.00716654595356993,0.0250702041957331,0.0136215199684875,0.00105465126621685,0.0347399585763479,0.0174716324222671,0.0243967521823657,0.0021093025324337,0.00480311058590325,0.0141933188477617,0.00562904230041042,0.0139773059378137,0.00141043723554302,0,0.00293523424694088,0.00656933379077244,0.00269380805346955,0,0,0,0,0.000584505521035845,0,0,0,0.000940291490362012,0,0.000470145745181006,0,0.00235072872590503,0,0,0,0,0.000470145745181006,54.9189189189189,25.1621621621622,6.48648648648649,0,16.2162162162162,18.9459459459459,0,3.48648648648649,1.24324324324324,22.7027027027027,11.4864864864865,0.0258198960596704,0.011829883480095,0.00304959402279572,0,0.00762398505698929,0.00890735587491582,0,0.0016391567872527,0.000584505521035845,0.010673579079785,0.00540032274870075,2127,1526.43243243243,2116.75675675676,6.06439388445559,0.00282087447108604,0.00246508850175987,2127,1,1,1,1,1,1,1
"2021-10-01","Angola",20.407650273224,1,97.8262295081967,27.2010928961749,39.8207650273224,7.20109289617486,1,94.0382513661202,49.0109289617486,19.8043715846995,3,3,35.0109289617486,9.60327868852459,20.2065573770492,19.0054644808743,2,4.20109289617486,14.6032786885246,11.6032786885246,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.00886518256873329,0.000434404865334492,0.0424961900556893,0.0118162870965138,0.0172983340692104,0.00312818978982401,0.000434404865334492,0.0408506739209905,0.0212905859955468,0.0086031153712856,0.00130321459600348,0.00130321459600348,0.0152089178808639,0.00417171098545812,0.00877782683625073,0.00825606623843367,0.000868809730668983,0.00182497519382053,0.00634373531213058,0.0050405207161271,0,0,0,0,0,0,0,0,0.000434404865334492,0,0,0,0.000434404865334492,0,0,0,0,0,44.2174863387978,26.2120218579235,8.00546448087432,0,32.016393442623,28.2174863387978,0,3.40218579234973,0,20.2065573770492,29.8098360655738,0.0192082911984352,0.011386629825336,0.00347761271975426,0,0.0139080770819387,0.0122578133530833,0,0.0014779260609686,0,0.00877782683625073,0.0129495378217088,2302,1663.37923497268,2300,7.22825929854546,0.00269378492448951,0.000434404865334492,2302,1,1,1,1,1,1,1
"2021-11-01","Angola",5.64423076923077,1.32211538461538,86.0865384615385,8.32211538461539,35.4423076923077,5.96634615384615,3,78.375,60.5432692307692,41.2211538461538,2.32211538461538,4,33.6105769230769,14.2884615384615,31.2548076923077,8.61057692307692,0,7,13.2884615384615,11.9663461538462,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.32211538461538,0,0.0024744545239942,0.000579620948976495,0.0377407007722659,0.00364845040973932,0.0155380568576535,0.00261567126429029,0.00131521262604121,0.0343599298553266,0.02654242403804,0.0180715273328162,0.0010180251576569,0.00175361683472161,0.0147350183792534,0.00626412167402961,0.0137022392338043,0.00377491316224328,0,0.00306882946076282,0.00582571746534921,0.00524609651637271,0,0,0,0.000438404208680403,0,0,0,0,0.000438404208680403,0,0,0.000438404208680403,0.000438404208680403,0,0,0,0.000579620948976495,0,33.1538461538462,27.1538461538462,8.28846153846154,1,26.2548076923077,12.9326923076923,0,0,0,17.9663461538462,10.6105769230769,0.0145347856877888,0.0119043604357063,0.00363369642194719,0.000438404208680403,0.0115102181904023,0.00566974673726099,0,0,0,0.00787652176845513,0.00465172157960409,2281,1721.30769230769,2275.67788461538,6.75065107353023,0.000876808417360807,0.0014564293663373,2281,1,1,1,1,1,1,1
